msec	Engine Speed(rpm)	Airflow Input(v)	Airflow Output(v)	Throttle Position(%)	Knock Sensor 1	Knock Sensor 2	I/J Input Duration	Ignition Timing	Charge Efficiency	Vehicle Speed Input	I/J Input Duty cycle	I/J Output Duty cycle	Airflow Adjustment(%)	Throttle Opening Rate	RPM Change Rate	REMOTE SWITCH	I/J Output Duration	I/J Adjustment Map(%)	Ignition Adjustment Map	
170760	3987	1.55	1.55	0.2	0	0	1.3	9.0	8	164	4.3	4.3	0.0	0	-20u	OFF	1.3	0.0	0.0	
170780	3997	1.48	1.48	0.2	0	0	1.3	9.0	7	164	4.3	4.3	0.0	0	-14u	OFF	1.3	0.0	0.0	
170800	3990	1.62	1.62	0.2	0	0	1.3	9.0	9	164	4.3	4.3	0.0	0	-11u	OFF	1.3	0.0	0.0	
170820	3989	1.57	1.57	0.2	0	0	1.3	9.0	8	164	4.3	4.3	0.0	0	-11u	OFF	1.3	0.0	0.0	
170840	3995	1.50	1.50	0.2	0	0	1.3	9.0	7	164	4.3	4.3	0.0	0	9u	OFF	1.3	0.0	0.0	
170860	4001	1.62	1.62	0.2	0	0	1.3	9.0	9	164	4.3	4.3	0.0	0	-28u	OFF	1.3	0.0	0.0	
170880	3974	1.56	1.56	0.2	0	0	1.3	9.0	8	163	4.3	4.3	0.0	0	31u	OFF	1.3	0.0	0.0	
170900	3977	1.50	1.50	0.2	0	0	1.3	9.0	7	163	4.3	4.3	0.0	0	31u	OFF	1.3	0.0	0.0	
170920	3971	1.61	1.62	0.2	0	0	1.3	9.0	9	163	4.3	4.3	0.0	0	-28u	OFF	1.3	0.0	0.0	
170940	3977	1.60	1.60	0.2	0	0	1.3	9.0	9	163	4.3	4.3	0.0	0	-15u	OFF	1.3	0.0	0.0	
170960	4002	1.60	1.60	0.2	0	0	1.3	9.0	9	163	4.3	4.3	0.0	0	33u	OFF	1.3	0.0	0.0	
170980	3996	1.49	1.49	0.2	0	0	1.3	9.0	7	163	4.3	4.3	0.0	0	-44u	OFF	1.3	0.0	0.0	
171000	3956	1.59	1.59	0.2	0	0	1.3	9.0	8	163	4.2	4.2	0.0	0	-44u	OFF	1.3	0.0	0.0	
171020	3975	1.62	1.62	0.2	0	0	1.3	9.0	9	163	4.3	4.3	0.0	0	44u	OFF	1.3	0.0	0.0	
171040	3975	1.51	1.51	0.2	0	0	1.3	9.0	7	163	4.3	4.3	0.0	0	44u	OFF	1.3	0.0	0.0	
171060	3982	1.58	1.58	0.2	0	0	1.3	9.0	8	163	4.3	4.3	0.0	0	19u	OFF	1.3	0.0	0.0	
171080	3951	1.61	1.61	0.2	0	0	1.3	9.0	9	163	4.2	4.2	0.0	0	-31u	OFF	1.3	0.0	0.0	
171100	4002	1.49	1.49	0.2	0	0	1.3	9.0	7	163	4.3	4.3	0.0	0	51u	OFF	1.3	0.0	0.0	
171120	3972	1.58	1.58	0.2	0	0	1.3	9.0	8	163	4.3	4.3	0.0	0	51u	OFF	1.3	0.0	0.0	
171140	3973	1.60	1.60	0.2	0	0	1.3	9.0	9	163	4.3	4.3	0.0	0	-49u	OFF	1.3	0.0	0.0	
171160	3992	1.46	1.46	0.2	0	0	1.3	9.0	7	163	4.3	4.3	0.0	0	-28u	OFF	1.3	0.0	0.0	
171180	3971	1.57	1.57	0.0	0	0	1.3	9.0	8	163	4.3	4.3	0.0	0	45u	OFF	1.3	0.0	0.0	
171200	3957	1.64	1.64	0.0	0	0	1.3	9.0	9	163	4.2	4.2	0.0	0	-35u	OFF	1.3	0.0	0.0	
171220	3966	1.48	1.48	0.0	0	0	1.3	9.0	7	162	4.3	4.3	0.0	0	-14u	OFF	1.3	0.0	0.0	
171240	3958	1.55	1.55	0.0	0	0	1.3	9.0	8	162	4.2	4.2	0.0	0	9u	OFF	1.3	0.0	0.0	
171260	3979	1.63	1.64	0.0	0	0	1.3	9.0	9	162	4.3	4.3	0.0	0	24u	OFF	1.3	0.0	0.0	
171280	3945	1.50	1.50	0.0	0	0	1.3	9.0	7	162	4.2	4.2	0.0	0	-34u	OFF	1.3	0.0	0.0	
171300	3962	1.55	1.55	0.0	0	0	1.3	9.0	8	162	4.3	4.3	0.0	0	-48u	OFF	1.3	0.0	0.0	
171320	3950	1.66	1.66	0.0	0	0	1.3	9.0	9	162	4.2	4.2	0.0	0	31u	OFF	1.3	0.0	0.0	
171340	3947	1.49	1.49	0.2	0	0	1.3	9.0	7	162	4.3	4.3	0.0	0	31u	OFF	1.3	0.0	0.0	
171360	3945	1.52	1.52	0.2	0	0	1.3	9.0	8	162	4.2	4.2	0.0	0	-16u	OFF	1.3	0.0	0.0	
171380	3936	1.66	1.66	0.0	0	0	1.3	9.0	9	162	4.2	4.2	0.0	0	24u	OFF	1.3	0.0	0.0	
171400	3934	1.55	1.55	0.0	0	0	1.3	9.0	8	162	4.2	4.2	0.0	0	-31u	OFF	1.3	0.0	0.0	
171420	3949	1.49	1.49	0.0	0	0	1.3	9.0	7	162	4.2	4.2	0.0	0	-31u	OFF	1.3	0.0	0.0	
171440	3951	1.65	1.65	0.0	0	0	1.3	9.0	9	162	4.2	4.2	0.0	0	17u	OFF	1.3	0.0	0.0	
171460	3937	1.55	1.55	0.0	0	0	1.3	9.0	8	162	4.2	4.2	0.0	0	12u	OFF	1.3	0.0	0.0	
171480	3961	1.47	1.48	0.0	0	0	1.3	9.0	7	162	4.3	4.3	0.0	0	28u	OFF	1.3	0.0	0.0	
171500	3949	1.62	1.62	0.0	0	0	1.3	9.0	9	162	4.2	4.2	0.0	0	-35u	OFF	1.3	0.0	0.0	
171520	3953	1.60	1.60	0.0	0	0	1.3	9.0	9	162	4.2	4.2	0.0	0	-35u	OFF	1.3	0.0	0.0	
171540	3960	1.55	1.44	0.0	0	0	1.4	9.0	7	162	4.6	4.6	0.0	0	30u	OFF	1.4	0.0	0.0	
171560	3951	1.66	1.60	0.0	0	0	1.3	9.0	9	162	4.2	4.2	0.0	0	30u	OFF	1.3	0.0	0.0	
171580	3945	1.64	1.64	0.0	0	0	1.3	9.0	9	162	4.2	4.2	0.0	0	-23u	OFF	1.3	0.0	0.0	
171600	3955	1.50	1.50	0.0	0	0	1.3	9.0	7	162	4.2	4.2	0.0	0	18u	OFF	1.3	0.0	0.0	
171620	3938	1.57	1.57	0.0	0	0	1.3	9.0	8	162	4.2	4.2	0.0	0	18u	OFF	1.3	0.0	0.0	
171640	3930	1.66	1.66	0.0	0	0	1.3	9.0	10	162	4.2	4.2	0.0	0	-27u	OFF	1.3	0.0	0.0	
171660	3938	1.50	1.50	0.2	0	0	1.3	9.0	7	162	4.2	4.2	0.0	0	-27u	OFF	1.3	0.0	0.0	
171680	3936	1.54	1.54	0.0	0	0	1.3	9.0	8	162	4.2	4.2	0.0	0	10u	OFF	1.3	0.0	0.0	
171700	3931	1.64	1.64	0.0	0	0	1.3	9.0	9	161	4.2	4.2	0.0	0	19u	OFF	1.3	0.0	0.0	
171720	3933	1.52	1.52	0.0	0	0	1.3	9.0	8	161	4.2	4.2	0.0	0	18u	OFF	1.3	0.0	0.0	
171740	3941	1.52	1.52	0.0	0	0	1.3	9.0	8	161	4.2	4.2	0.0	0	18u	OFF	1.3	0.0	0.0	
171760	3922	1.64	1.64	0.2	0	0	1.3	9.0	9	161	4.2	4.2	0.0	0	-27u	OFF	1.3	0.0	0.0	
171780	3930	1.57	1.57	0.0	0	0	1.3	9.0	8	161	4.2	4.2	0.0	0	-27u	OFF	1.3	0.0	0.0	
171800	3930	1.48	1.48	0.0	0	0	1.3	9.0	7	161	4.2	4.2	0.0	0	16u	OFF	1.3	0.0	0.0	
171820	3936	1.60	1.60	0.0	0	0	1.3	9.0	9	161	4.2	4.2	0.0	0	14u	OFF	1.3	0.0	0.0	
171840	3917	1.59	1.59	0.2	0	0	1.3	9.0	9	161	4.2	4.2	0.0	0	-26u	OFF	1.3	0.0	0.0	
171860	3929	1.43	1.44	0.2	0	0	1.3	9.0	7	161	4.2	4.2	0.0	0	35u	OFF	1.3	0.0	0.0	
171880	3922	1.57	1.57	0.2	0	0	1.3	9.0	8	161	4.2	4.2	0.0	0	35u	OFF	1.3	0.0	0.0	
171900	3903	1.64	1.64	0.2	0	0	1.3	9.0	9	161	4.2	4.2	0.0	0	-26u	OFF	1.3	0.0	0.0	
171920	3901	1.50	1.50	0.2	0	0	1.3	9.0	7	161	4.2	4.2	0.0	0	-21u	OFF	1.3	0.0	0.0	
171940	3929	1.54	1.54	0.2	0	0	1.3	9.0	8	161	4.2	4.2	0.0	0	34u	OFF	1.3	0.0	0.0	
171960	3919	1.68	1.69	0.2	0	0	1.3	9.0	10	161	4.2	4.2	0.0	0	34u	OFF	1.3	0.0	0.0	
171980	3926	1.52	1.52	0.2	0	0	1.3	9.0	8	161	4.2	4.2	0.0	0	-21u	OFF	1.3	0.0	0.0	
172000	3921	1.50	1.50	0.2	0	0	1.3	9.0	7	161	4.2	4.2	0.0	0	-16u	OFF	1.3	0.0	0.0	
172020	3920	1.64	1.64	0.2	0	0	1.3	9.0	9	161	4.2	4.2	0.0	0	-19u	OFF	1.3	0.0	0.0	
172040	3919	1.55	1.55	0.2	0	0	1.3	9.0	8	161	4.2	4.2	0.0	0	16u	OFF	1.3	0.0	0.0	
172060	3917	1.50	1.50	0.2	0	0	1.3	9.0	7	161	4.2	4.2	0.0	0	16u	OFF	1.3	0.0	0.0	
172080	3909	1.60	1.60	0.2	0	0	1.3	9.0	9	160	4.2	4.2	0.0	0	-15u	OFF	1.3	0.0	0.0	
172100	3900	1.61	1.61	0.2	0	0	1.3	9.0	9	160	4.2	4.2	0.0	0	17u	OFF	1.3	0.0	0.0	
172120	3927	1.47	1.48	0.2	0	0	1.3	9.0	7	160	4.2	4.2	0.0	0	-25u	OFF	1.3	0.0	0.0	
172140	3909	1.57	1.57	0.2	0	0	1.3	9.0	8	160	4.2	4.2	0.0	0	27u	OFF	1.3	0.0	0.0	
172160	3911	1.65	1.65	0.2	0	0	1.3	9.0	9	160	4.2	4.2	0.0	0	-27u	OFF	1.3	0.0	0.0	
172180	3891	1.50	1.50	0.0	0	0	1.4	9.0	8	160	4.5	4.5	0.0	0	23u	OFF	1.4	0.0	0.0	
172200	3908	1.52	1.52	0.0	0	0	1.4	9.0	8	160	4.5	4.5	0.0	0	-32u	OFF	1.4	0.0	0.0	
172220	3902	1.64	1.64	0.0	0	0	1.3	10.0	9	160	4.2	4.2	0.0	0	-32u	OFF	1.3	0.0	0.0	
172240	3894	1.54	1.53	0.0	0	0	1.3	10.0	8	160	4.2	4.2	0.0	0	-32u	OFF	1.3	0.0	0.0	
172260	3898	1.49	1.49	0.0	0	0	1.3	9.0	7	160	4.2	4.2	0.0	0	-12u	OFF	1.3	0.0	0.0	
172280	3887	1.62	1.62	0.0	0	0	1.3	9.0	9	160	4.2	4.2	0.0	0	-15u	OFF	1.3	0.0	0.0	
172300	3897	1.56	1.56	0.0	0	0	1.3	9.0	8	160	4.2	4.2	0.0	0	21u	OFF	1.3	0.0	0.0	
172320	3900	1.48	1.48	0.0	0	0	1.3	9.0	7	160	4.2	4.2	0.0	0	17u	OFF	1.3	0.0	0.0	
172340	3909	1.59	1.59	0.0	0	0	1.3	9.0	9	160	4.2	4.2	0.0	0	-15u	OFF	1.3	0.0	0.0	
172360	3887	1.64	1.64	0.0	0	0	1.3	9.0	9	160	4.2	4.2	0.0	0	-28u	OFF	1.3	0.0	0.0	
172380	3881	1.48	1.48	0.0	0	0	1.3	9.0	7	160	4.2	4.2	0.0	0	38u	OFF	1.3	0.0	0.0	
172400	3905	1.55	1.55	0.0	0	0	1.3	9.0	8	160	4.2	4.2	0.0	0	-38u	OFF	1.3	0.0	0.0	
172420	3873	1.66	1.66	0.0	0	0	1.3	9.0	10	160	4.2	4.2	0.0	0	-38u	OFF	1.3	0.0	0.0	
172440	3891	1.52	1.52	0.0	0	0	1.3	9.0	8	159	4.2	4.2	0.0	0	38u	OFF	1.3	0.0	0.0	
172460	3886	1.49	1.49	0.0	0	0	1.3	9.0	7	159	4.2	4.2	0.0	0	38u	OFF	1.3	0.0	0.0	
172480	3881	1.62	1.62	0.2	0	0	1.3	9.0	9	159	4.2	4.2	0.0	0	-25u	OFF	1.3	0.0	0.0	
172500	3885	1.58	1.58	0.2	0	0	1.3	9.0	9	159	4.2	4.2	0.0	0	-23u	OFF	1.3	0.0	0.0	
172520	3889	1.48	1.48	0.2	0	0	1.3	9.0	7	159	4.2	4.2	0.0	0	-23u	OFF	1.3	0.0	0.0	
172540	3872	1.58	1.58	0.2	0	0	1.3	9.0	9	159	4.2	4.2	0.0	0	20u	OFF	1.3	0.0	0.0	
172560	3892	1.63	1.64	0.2	0	0	1.3	9.0	9	159	4.2	4.2	0.0	0	-33u	OFF	1.3	0.0	0.0	
172580	3862	1.51	1.52	0.2	0	0	1.3	9.0	8	159	4.1	4.1	0.0	0	-46u	OFF	1.3	0.0	0.0	
172600	3890	1.50	1.50	0.2	0	0	1.3	9.0	7	159	4.2	4.2	0.0	0	-38u	OFF	1.3	0.0	0.0	
172620	3900	1.65	1.65	0.2	0	0	1.3	9.0	9	159	4.2	4.2	0.0	0	38u	OFF	1.3	0.0	0.0	
172640	3868	1.54	1.54	0.2	0	0	1.3	9.0	8	159	4.1	4.1	0.0	0	29u	OFF	1.3	0.0	0.0	
172660	3906	1.42	1.42	0.2	0	0	1.3	9.0	7	159	4.2	4.2	0.0	0	-32u	OFF	1.3	0.0	0.0	
172680	3899	1.60	1.60	0.2	0	0	1.3	9.0	9	159	4.2	4.2	0.0	0	-46u	OFF	1.3	0.0	0.0	
172700	3867	1.63	1.64	0.2	0	0	1.3	9.0	9	159	4.1	4.1	0.0	0	-46u	OFF	1.3	0.0	0.0	
172720	3878	1.51	1.51	0.2	0	0	1.3	9.0	8	159	4.2	4.2	0.0	0	39u	OFF	1.3	0.0	0.0	
172740	3852	1.55	1.55	0.2	0	0	1.3	9.0	8	159	4.1	4.1	0.0	0	-41u	OFF	1.3	0.0	0.0	
172760	3862	1.67	1.68	0.2	0	0	1.3	9.0	10	159	4.1	4.1	0.0	0	46u	OFF	1.3	0.0	0.0	
172780	3880	1.54	1.54	0.0	0	0	1.3	9.0	8	159	4.2	4.2	0.0	0	46u	OFF	1.3	0.0	0.0	
172800	3863	1.49	1.49	0.0	0	0	1.3	9.0	7	159	4.1	4.1	0.0	0	-36u	OFF	1.3	0.0	0.0	
172820	3894	1.54	1.53	0.0	0	0	1.3	9.0	8	159	4.2	4.2	0.0	0	31u	OFF	1.3	0.0	0.0	
172840	3886	1.59	1.59	0.0	0	0	1.3	9.0	9	159	4.2	4.2	0.0	0	31u	OFF	1.3	0.0	0.0	
172860	3847	1.47	1.47	0.0	0	0	1.3	9.0	7	159	4.1	4.1	0.0	0	28u	OFF	1.3	0.0	0.0	
172880	3870	1.56	1.56	0.0	0	0	1.3	9.0	8	159	4.1	4.1	0.0	0	42u	OFF	1.3	0.0	0.0	
172900	3843	1.65	1.66	0.2	0	0	1.3	9.0	10	159	4.1	4.1	0.0	0	42u	OFF	1.3	0.0	0.0	
172920	3850	1.51	1.52	0.2	0	0	1.3	9.0	8	159	4.1	4.1	0.0	0	-46u	OFF	1.3	0.0	0.0	
172940	3870	1.51	1.52	0.2	0	0	1.3	9.0	8	159	4.1	4.1	0.0	0	43u	OFF	1.3	0.0	0.0	
172960	3854	1.64	1.64	0.2	0	0	1.3	9.0	9	158	4.1	4.1	0.0	0	-36u	OFF	1.3	0.0	0.0	
172980	3876	1.58	1.58	0.2	0	0	1.3	9.0	9	158	4.2	4.2	0.0	0	22u	OFF	1.3	0.0	0.0	
173000	3853	1.45	1.45	0.2	0	0	1.3	9.0	7	158	4.1	4.1	0.0	0	-23u	OFF	1.3	0.0	0.0	
173020	3848	1.56	1.56	0.2	0	0	1.3	9.0	8	158	4.1	4.1	0.0	0	-34u	OFF	1.3	0.0	0.0	
173040	3856	1.63	1.63	0.2	0	0	1.3	9.0	9	158	4.1	4.1	0.0	0	-24u	OFF	1.3	0.0	0.0	
173060	3849	1.50	1.50	0.2	0	0	1.3	9.0	8	158	4.1	4.1	0.0	0	34u	OFF	1.3	0.0	0.0	
173080	3864	1.54	1.53	0.2	0	0	1.3	9.0	8	158	4.1	4.1	0.0	0	-27u	OFF	1.3	0.0	0.0	
173100	3854	1.65	1.65	0.0	0	0	1.3	9.0	10	158	4.1	4.1	0.0	0	-27u	OFF	1.3	0.0	0.0	
173120	3862	1.55	1.55	0.0	0	0	1.3	9.0	8	158	4.1	4.1	0.0	0	17u	OFF	1.3	0.0	0.0	
173140	3845	1.46	1.46	0.0	0	0	1.3	9.0	7	158	4.1	4.1	0.0	0	-22u	OFF	1.3	0.0	0.0	
173160	3848	1.59	1.60	0.0	0	0	1.3	9.0	9	158	4.1	4.1	0.0	0	-17u	OFF	1.3	0.0	0.0	
173180	3843	1.64	1.64	0.0	0	0	1.3	9.0	9	158	4.1	4.1	0.0	0	-11u	OFF	1.3	0.0	0.0	
173200	3835	1.49	1.49	0.0	0	0	1.3	9.0	8	158	4.1	4.1	0.0	0	14u	OFF	1.3	0.0	0.0	
173220	3842	1.51	1.51	0.0	0	0	1.3	9.0	8	158	4.1	4.1	0.0	0	-22u	OFF	1.3	0.0	0.0	
173240	3823	1.59	1.59	0.0	0	0	1.3	9.0	9	158	4.1	4.1	0.0	0	-23u	OFF	1.3	0.0	0.0	
173260	3829	1.58	1.58	0.0	0	0	1.3	9.0	9	157	4.1	4.1	0.0	0	-19u	OFF	1.3	0.0	0.0	
173280	3829	1.47	1.48	0.0	0	0	1.3	9.0	7	157	4.1	4.1	0.0	0	33u	OFF	1.3	0.0	0.0	
173300	3825	1.59	1.59	0.0	0	0	1.3	9.0	9	157	4.1	4.1	0.0	0	-30u	OFF	1.3	0.0	0.0	
173320	3828	1.65	1.65	0.0	0	0	1.3	9.0	10	157	4.1	4.1	0.0	0	30u	OFF	1.3	0.0	0.0	
173340	3837	1.51	1.51	0.0	0	0	1.3	9.0	8	157	4.1	4.1	0.0	0	30u	OFF	1.3	0.0	0.0	
173360	3858	1.48	1.48	0.0	0	0	1.3	9.0	7	157	4.1	4.1	0.0	0	-28u	OFF	1.3	0.0	0.0	
173380	3825	1.63	1.63	0.0	0	0	1.3	9.0	9	157	4.1	4.1	0.0	0	34u	OFF	1.3	0.0	0.0	
173400	3834	1.63	1.63	0.0	0	0	1.3	9.0	9	157	4.1	4.1	0.0	0	-37u	OFF	1.3	0.0	0.0	
173420	3831	1.49	1.49	0.2	0	0	1.3	9.0	7	157	4.1	4.1	0.0	0	-37u	OFF	1.3	0.0	0.0	
173440	3851	1.56	1.56	0.0	0	0	1.3	9.0	8	157	4.1	4.1	0.0	0	22u	OFF	1.3	0.0	0.0	
173460	3852	1.64	1.64	0.0	0	0	1.3	9.0	9	157	4.1	4.1	0.0	0	34u	OFF	1.3	0.0	0.0	
173480	3837	1.53	1.53	0.0	0	0	1.3	9.0	8	157	4.1	4.1	0.0	0	34u	OFF	1.3	0.0	0.0	
173500	3838	1.48	1.48	0.0	0	0	1.3	9.0	7	157	4.1	4.1	0.0	0	-27u	OFF	1.3	0.0	0.0	
173520	3833	1.59	1.60	0.0	0	0	1.3	9.0	9	157	4.1	4.1	0.0	0	13u	OFF	1.3	0.0	0.0	
173540	3819	1.62	1.62	0.0	0	0	1.3	9.0	9	157	4.1	4.1	0.0	0	-17u	OFF	1.3	0.0	0.0	
173560	3827	1.48	1.48	0.0	0	0	1.3	9.0	7	157	4.1	4.1	0.0	0	-13u	OFF	1.3	0.0	0.0	
173580	3829	1.53	1.53	0.0	0	0	1.3	9.0	8	157	4.1	4.1	0.0	0	26u	OFF	1.3	0.0	0.0	
173600	3821	1.63	1.63	0.2	0	0	1.3	9.0	9	157	4.1	4.1	0.0	0	20u	OFF	1.3	0.0	0.0	
173620	3821	1.58	1.58	0.2	0	0	1.3	9.0	9	157	4.1	4.1	0.0	0	-35u	OFF	1.3	0.0	0.0	
173640	3831	1.49	1.49	0.2	0	0	1.3	9.0	8	157	4.1	4.1	0.0	0	-24u	OFF	1.3	0.0	0.0	
173660	3811	1.55	1.55	0.2	0	0	1.3	9.0	8	156	4.1	4.1	0.0	0	-38u	OFF	1.3	0.0	0.0	
173680	3815	1.63	1.63	0.2	0	0	1.3	9.0	9	156	4.1	4.1	0.0	0	-38u	OFF	1.3	0.0	0.0	
173700	3772	1.53	1.53	0.2	0	0	1.3	9.0	8	156	4.0	4.0	0.0	0	-44u	OFF	1.3	0.0	0.0	
173720	3768	1.50	1.50	0.2	0	0	1.3	9.0	8	155	4.0	4.0	0.0	0	-58u	OFF	1.3	0.0	0.0	
173740	3774	1.60	1.60	0.0	0	0	1.3	9.0	9	155	4.1	4.1	0.0	0	20u	OFF	1.3	0.0	0.0	
173760	3821	1.63	1.64	0.0	0	0	1.3	9.0	9	155	4.1	4.1	0.0	0	53u	OFF	1.3	0.0	0.0	
173780	3839	1.51	1.52	0.0	0	0	1.3	9.0	8	156	4.1	4.1	0.0	0	62u	OFF	1.3	0.0	0.0	
173800	3864	1.51	1.52	0.0	0	0	1.4	9.0	8	156	4.5	4.5	0.0	0	50u	OFF	1.4	0.0	0.0	
173820	3848	1.64	1.64	0.0	0	0	1.3	9.0	10	157	4.1	4.1	0.0	0	25u	OFF	1.3	0.0	0.0	
173840	3850	1.58	1.58	0.0	0	0	1.3	9.0	9	157	4.1	4.1	0.0	0	22u	OFF	1.3	0.0	0.0	
173860	3814	1.50	1.50	0.0	0	0	1.3	9.0	8	157	4.1	4.1	0.0	0	-53u	OFF	1.3	0.0	0.0	
173880	3800	1.55	1.55	0.0	0	0	1.3	9.0	8	157	4.1	4.1	0.0	0	-45u	OFF	1.3	0.0	0.0	
173900	3798	1.65	1.66	0.0	0	0	1.3	9.0	10	157	4.1	4.1	0.0	0	-22u	OFF	1.3	0.0	0.0	
173920	3818	1.50	1.50	0.0	0	0	1.3	9.0	8	157	4.1	4.1	0.0	0	42u	OFF	1.3	0.0	0.0	
173940	3804	1.51	1.51	0.0	0	0	1.3	9.0	8	156	4.1	4.1	0.0	0	42u	OFF	1.3	0.0	0.0	
173960	3797	1.60	1.60	0.0	0	0	1.3	9.0	9	156	4.1	4.1	0.0	0	-47u	OFF	1.3	0.0	0.0	
173980	3793	1.62	1.62	0.0	0	0	1.3	9.0	9	156	4.1	4.1	0.0	0	40u	OFF	1.3	0.0	0.0	
174000	3792	1.48	1.48	0.0	0	0	1.3	9.0	8	156	4.1	4.1	0.0	0	-45u	OFF	1.3	0.0	0.0	
174020	3770	1.48	1.48	0.2	0	0	1.3	9.0	8	156	4.0	4.0	0.0	0	-23u	OFF	1.3	0.0	0.0	
174040	3805	1.62	1.62	0.2	0	0	1.3	9.0	9	155	4.1	4.1	0.0	0	38u	OFF	1.3	0.0	0.0	
174060	3776	1.60	1.60	0.2	0	0	1.3	9.0	9	155	4.1	4.1	0.0	0	-44u	OFF	1.3	0.0	0.0	
174080	3784	1.48	1.48	0.2	0	0	1.3	9.0	8	155	4.1	4.1	0.0	0	-44u	OFF	1.3	0.0	0.0	
174100	3776	1.52	1.52	0.2	0	0	1.3	9.0	8	155	4.1	4.1	0.0	0	20u	OFF	1.3	0.0	0.0	
174120	3773	1.64	1.64	0.2	0	0	1.3	9.0	10	155	4.1	4.1	0.0	0	20u	OFF	1.3	0.0	0.0	
174140	3773	1.57	1.57	0.2	0	0	1.3	9.0	9	155	4.1	4.1	0.0	0	14u	OFF	1.3	0.0	0.0	
174160	3777	1.51	1.51	0.2	0	0	1.3	9.0	8	155	4.1	4.1	0.0	0	14u	OFF	1.3	0.0	0.0	
174180	3768	1.55	1.55	0.2	0	0	1.3	9.0	8	155	4.0	4.0	0.0	0	-14u	OFF	1.3	0.0	0.0	
174200	3777	1.65	1.65	0.2	0	0	1.3	9.0	10	155	4.1	4.1	0.0	0	27u	OFF	1.3	0.0	0.0	
174220	3758	1.56	1.56	0.2	0	0	1.3	9.0	9	155	4.0	4.0	0.0	0	-37u	OFF	1.3	0.0	0.0	
174240	3779	1.50	1.50	0.0	0	0	1.3	9.0	8	155	4.1	4.1	0.0	0	-37u	OFF	1.3	0.0	0.0	
174260	3779	1.58	1.58	0.0	0	0	1.3	9.0	9	155	4.1	4.1	0.0	0	48u	OFF	1.3	0.0	0.0	
174280	3774	1.64	1.64	0.0	0	0	1.3	9.0	10	155	4.1	4.1	0.0	0	36u	OFF	1.3	0.0	0.0	
174300	3777	1.55	1.55	0.0	0	0	1.3	9.0	8	155	4.1	4.1	0.0	0	16u	OFF	1.3	0.0	0.0	
174320	3779	1.48	1.48	0.0	0	0	1.3	9.0	8	155	4.1	4.1	0.0	0	20u	OFF	1.3	0.0	0.0	
174340	3764	1.64	1.64	0.0	0	0	1.3	9.0	10	155	4.1	4.1	0.0	0	-30u	OFF	1.3	0.0	0.0	
174360	3765	1.64	1.64	0.0	0	0	1.3	9.0	10	155	4.0	4.0	0.0	0	35u	OFF	1.3	0.0	0.0	
174380	3789	1.51	1.52	0.0	0	0	1.3	9.0	8	155	4.1	4.1	0.0	0	35u	OFF	1.3	0.0	0.0	
174400	3776	1.53	1.53	0.0	0	0	1.3	9.0	8	155	4.1	4.1	0.0	0	-34u	OFF	1.3	0.0	0.0	
174420	3791	1.61	1.62	0.0	0	0	1.3	9.0	9	155	4.1	4.1	0.0	0	-21u	OFF	1.3	0.0	0.0	
174440	3774	1.63	1.64	0.0	0	0	1.3	9.0	10	155	4.1	4.1	0.0	0	23u	OFF	1.3	0.0	0.0	
174460	3773	1.53	1.53	0.0	0	0	1.3	9.0	8	155	4.1	4.1	0.0	0	23u	OFF	1.3	0.0	0.0	
174480	3781	1.53	1.52	0.0	0	0	1.3	9.0	8	155	4.1	4.1	0.0	0	8u	OFF	1.3	0.0	0.0	
174500	3753	1.64	1.64	0.0	0	0	1.3	9.0	10	155	4.0	4.0	0.0	0	-28u	OFF	1.3	0.0	0.0	
174520	3760	1.63	1.64	0.2	0	0	1.3	9.0	10	155	4.0	4.0	0.0	0	34u	OFF	1.3	0.0	0.0	
174540	3753	1.51	1.51	0.2	0	0	1.3	9.0	8	154	4.0	4.0	0.0	0	34u	OFF	1.3	0.0	0.0	
174560	3747	1.47	1.48	0.2	0	0	1.3	9.0	7	154	4.0	4.0	0.0	0	-44u	OFF	1.3	0.0	0.0	
174580	3741	1.62	1.62	0.2	0	0	1.3	9.0	9	154	4.0	4.0	0.0	0	-33u	OFF	1.3	0.0	0.0	
174600	3744	1.62	1.62	0.2	0	0	1.3	9.0	9	154	4.0	4.0	0.0	0	-33u	OFF	1.3	0.0	0.0	
174620	3744	1.49	1.49	0.2	0	0	1.3	9.0	8	154	4.0	4.0	0.0	0	30u	OFF	1.3	0.0	0.0	
174640	3757	1.49	1.49	0.2	0	0	1.3	9.0	8	154	4.0	4.0	0.0	0	27u	OFF	1.3	0.0	0.0	
174660	3759	1.64	1.64	0.2	0	0	1.3	9.0	10	154	4.0	4.0	0.0	0	15u	OFF	1.3	0.0	0.0	
174680	3759	1.60	1.60	0.2	0	0	1.3	9.0	9	154	4.0	4.0	0.0	0	12u	OFF	1.3	0.0	0.0	
174700	3760	1.49	1.49	0.2	0	0	1.3	9.0	8	154	4.0	4.0	0.0	0	12u	OFF	1.3	0.0	0.0	
174720	3747	1.54	1.54	0.2	0	0	1.3	9.0	8	154	4.0	4.0	0.0	0	-14u	OFF	1.3	0.0	0.0	
174740	3738	1.63	1.64	0.2	0	0	1.3	9.0	10	154	4.0	4.0	0.0	0	-22u	OFF	1.3	0.0	0.0	
174760	3754	1.61	1.61	0.2	0	0	1.3	9.0	9	154	4.0	4.0	0.0	0	-12u	OFF	1.3	0.0	0.0	
